"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"5033421B08Rik",280.279490441538,-3.02281319665177,0.470068835721964,-6.43057562411923,1.27121614984482e-10,4.24670941791492e-08
"Calb2",1582.12421200804,-1.79843790467807,0.282959480301728,-6.35581427687224,2.07325398839676e-10,6.77548417555836e-08
"Rab37",224.386689284202,-2.05066967483201,0.325054758246734,-6.30868991394813,2.8140727764332e-10,9.00084171236603e-08
"Gm53666",1710.5798972737,-7.01347204156989,1.11539140823065,-6.28790215687188,3.21784602159075e-10,1.00778915088695e-07
"Gm51522",43.6746287143783,-4.4383261625759,0.714089015160866,-6.21536820808826,5.12044350177994e-10,1.57093116657669e-07
"Egr2",2279.01479468442,-1.76828992944428,0.284701131949284,-6.21103933566122,5.26352944930333e-10,1.58253276422754e-07
"Gm4202",102.819095737479,-2.88546113175127,0.465220715826117,-6.20234876391393,5.56266322180599e-10,1.63967678849822e-07
"Igkc",54.5297423268633,-3.20554573740351,0.530461867901351,-6.04293339705171,1.51337138442411e-09,4.37509846577839e-07
"Gm42267",34.1614937915595,-4.26165631603208,0.707097032927123,-6.02697524891369,1.67056574597232e-09,4.73841789796263e-07
"Tubb6",210.111578659015,-1.85872746109803,0.314616013336557,-5.90792388914314,3.46446003556523e-09,9.64467179900964e-07
"Gm53808",8334.85654695957,-6.95949353601415,1.19802160383272,-5.80915528881056,6.27888303559825e-09,1.68554372632408e-06
"Gm8730",56.1136559186342,-3.2806511876522,0.564635958897994,-5.81020591401065,6.23960493758406e-09,1.68554372632408e-06
"Sp7",46.3233894573807,-2.94776845869612,0.511062654858774,-5.76791990310992,8.0255930653286e-09,2.11664457107166e-06
"Or5m3b",34.7065674180702,-6.8969743879929,1.19786429081764,-5.75772601359136,8.52545813065794e-09,2.20971055307208e-06
"Ifitm3",428.095140884802,-2.6204795741287,0.455629380464045,-5.75134020431216,8.85387430462922e-09,2.25593715968629e-06
"Gm6560",73.171779400041,-2.44010820246681,0.426253404468966,-5.72454830127807,1.03709299521209e-08,2.5984364995039e-06
"Stat1",1687.42519382526,-2.72903787353003,0.477837043432047,-5.71123128907883,1.12161687131016e-08,2.76414203711568e-06
"Gm14760",55.3885439789433,-2.95225623313946,0.519086588600024,-5.68740610521589,1.28983478200691e-08,3.12743327063063e-06
"Ap2m1-ps",1053.89951525422,-1.59062233397108,0.281883793038812,-5.64283003582283,1.67277462429254e-08,3.99155887729997e-06
"Nmb",40.9542934675479,-3.68492273146994,0.655004987631449,-5.62579339249755,1.84657258001199e-08,4.33742587426879e-06
"Dcx",365.385886223646,-1.45065185164001,0.26087566789263,-5.56070201317919,2.68691633860058e-08,6.21421743356655e-06
"Bst2",186.278296009779,-3.30752082292341,0.597103548418053,-5.53927510845689,3.03726200050596e-08,6.91805449297063e-06
"Ndst4",116.187184933248,-3.17623494832738,0.573763205781686,-5.53579406333685,3.09821434337555e-08,6.95156063044249e-06
"Gm12715",601.630973931172,-1.84086555060184,0.332921276136213,-5.52943197853374,3.21269341559983e-08,7.10241472304592e-06
"Xaf1",579.086796813033,-2.55259621732979,0.466762233234028,-5.46872912069976,4.53273854418109e-08,9.87545775864846e-06
"Rpl10-ps3",44.6813052125626,-2.9219701601248,0.538885025741428,-5.42225153891517,5.88529857946921e-08,1.26390990778801e-05
"Gm19439",115.884408647603,3.34241638273596,0.6177681049717,5.41047094506291,6.28592215943731e-08,1.3309333496172e-05
"Gm11223",396.191088155469,-1.73273156218759,0.320936578826661,-5.39898433678837,6.70192242601785e-08,1.39318965372989e-05
"Isoc1",569.401585183885,-1.58509617777243,0.293683436602716,-5.39729511513682,6.76530597500713e-08,1.39318965372989e-05
"Gbp6",229.581911982345,-3.20341345882828,0.593992194680941,-5.39302281665329,6.92821511191229e-08,1.40745753753213e-05
"Hba-x",22.055032943445,7.66206785352685,1.42328518365199,5.38336795853298,7.310488000253e-08,1.46531421477071e-05
"Ifi27l2a",61.3910221460599,-3.37571246235086,0.631314052537911,-5.34712073773796,8.93644069137663e-08,1.76765148570349e-05
"Pgam1-ps2",239.993160431462,-1.71087227871512,0.321225582399481,-5.32607728791492,1.00356442726915e-07,1.95929662793989e-05
"Tgtp2",140.933235254428,-3.56351690803208,0.672290621393895,-5.30056019618965,1.15447892219749e-07,2.22503610735832e-05
"Eif2ak2",190.329466726583,-3.012507080263,0.572272997771823,-5.26410837483573,1.40871337604931e-07,2.68065673191764e-05
"Herc6",460.825689738227,-2.38329588199409,0.456528869581506,-5.2204713453912,1.78468320453072e-07,3.35364282671379e-05
"Rpl3-ps1",200.693348527849,-1.67144953527498,0.321412259500218,-5.20032912831021,1.98935934455029e-07,3.69210358353389e-05
"Hbb-y",18.264033524599,7.39027476150776,1.42391456715123,5.19011107267003,2.10168673455641e-07,3.85300691226665e-05
"Gm33272",194.403022701176,5.58380199091259,1.08448944267498,5.14878409248474,2.62180458527874e-07,4.74862510005967e-05
"Gm8399",84.2871399410236,-2.0978415176071,0.407753259766343,-5.144879819745,2.67692126697002e-07,4.7907330245667e-05
"Trf",2481.13627933389,2.35339207021969,0.457980581389808,5.13862850489858,2.76750907201935e-07,4.89458398584317e-05
"Gm7859",29.5233877993005,4.05697604800143,0.795313185593565,5.10110497536086,3.37676194485033e-07,5.90265840894592e-05
"Ccnd1",944.135886577624,-1.24737741530028,0.245141235443618,-5.08840307116416,3.61091259212961e-07,6.23940793074534e-05
"Mog",306.303319880377,2.66235167517891,0.524977407803031,5.07136428274226,3.94973891962311e-07,6.70830850462612e-05
"Samsn1",40.0120703662773,-2.78313254723654,0.548906955305764,-5.07031751070856,3.97152568956113e-07,6.70830850462612e-05
"Gm9824",57.0349911244017,-2.73264575968973,0.542965767930743,-5.03281407611371,4.83331834370652e-07,8.07325274010446e-05
"Gm42427",65.4858382855314,3.17862404785683,0.632765612848017,5.02338303996981,5.07691472931253e-07,8.3869515522808e-05
"Gm8355",73.4188021406099,-2.23655757071127,0.446328662349725,-5.01101040416444,5.41449868718754e-07,8.84740856135764e-05
"Tdg-ps2",29.533361017121,-3.73641998463598,0.746908774956232,-5.0025118326598,5.65881075364132e-07,9.04988319781809e-05
"Trim30a",84.5252483068748,-2.8146232235391,0.562426823013068,-5.00442565747563,5.60288293055539e-07,9.04988319781809e-05
"Jchain",57.4641692283782,-2.88958277370325,0.583390813617229,-4.95308240420657,7.30470220099068e-07,0.000115591145460519
"Ifi44",280.041050674696,-6.17128837187251,1.25206779068216,-4.928877188439,8.27035393843897e-07,0.000129508573704743
"Rigi",149.113084700423,-2.55401600230541,0.522158393055015,-4.89126678087566,1.00189057837361e-06,0.000155272382110212
"Samd9l",191.638601642765,-2.66448328425653,0.546495439945448,-4.87558191615013,1.08488164153907e-06,0.000166418629767927
"Gm13456",73.5799460890957,-2.41729132619718,0.497850681633879,-4.85545448740565,1.20110939983517e-06,0.000182386642502243
"Pik3ip1",638.466699770164,1.22154920848725,0.255080682885537,4.78887383657899,1.6771988014966e-06,0.000252133295828984
"Evi5",2092.14770219919,-1.16338112170474,0.245035350392019,-4.74780932564834,2.05631754148852e-06,0.00030606556040789
"Appbp2",1613.02991918679,-1.25906548574926,0.267336257636234,-4.70966975030555,2.48118493643624e-06,0.000365682874014176
"Oas1a",103.519795959616,-3.35609435434251,0.717976422966644,-4.67437961329606,2.94843524828111e-06,0.000430328418324368
"Isg15",664.410985252597,-4.76650766424606,1.02477915443397,-4.65125353460065,3.29923413556499e-06,0.000476897949614889
"Pbx3",248.348522296818,-1.66620799210546,0.358559583924922,-4.64694869919959,3.36880900478224e-06,0.000482317197798965
"Scn4b",862.491239514425,1.79106502286491,0.385900446774984,4.64126185349888,3.46287962201821e-06,0.000491108201488677
"Mal",558.341945978224,2.33553303666276,0.50400559381728,4.63394268895649,3.58766356103797e-06,0.00050404996554284
"Gm17383",75.7180123801962,-1.92951710052924,0.418109781856739,-4.61485759065635,3.93364947705058e-06,0.000547542153597234
"Oasl2",1558.69694899512,-5.62268642452649,1.22748817904728,-4.58064405059328,4.63546205820596e-06,0.00063931101945881
"Ttyh2",155.876255109091,2.43236437956827,0.531564516497313,4.57585919315321,4.74269468119484e-06,0.000648153901294564
"Chgb",4603.5350426746,1.15071049831031,0.251879181627707,4.56850181453714,4.91222817696595e-06,0.000665275010669632
"Gm30271",42.6488696645483,-2.93047455860955,0.642962653931562,-4.55776792118547,5.17001185863857e-06,0.000692862033842326
"Usp18",612.699529394391,-4.75320034268165,1.04323202665582,-4.55622548122731,5.20810282872233e-06,0.000692862033842326
"Atf3",109.526630543071,-1.98518917513529,0.437961755207998,-4.53279116618866,5.82093572075592e-06,0.000767597602544946
"Iigp1",239.258942984726,-5.18683504748179,1.1574914312085,-4.48110016854845,7.4259245910676e-06,0.000970729777195819
"Bloc1s3",520.361732080918,-1.38172540976649,0.309674120345499,-4.46186916822407,8.1247828071485e-06,0.00105292982706779
"Dagla",806.160423343902,1.25525813259842,0.282484561340989,4.4436344649759,8.84518323222391e-06,0.00113429700445864
"Mag",861.976298496653,2.20543058210215,0.496470372625484,4.44221992631539,8.9035486280928e-06,0.00113429700445864
"Dpysl3",1228.66839017536,-1.11197637539824,0.251292238892648,-4.42503270414682,9.64276738001213e-06,0.00120799768353102
"Selplg",122.155296593059,2.25573254102043,0.50974511879534,4.42521655989823,9.63455821316153e-06,0.00120799768353102
"Gpsm1",2523.18232994203,-1.04544779756147,0.236863260203171,-4.41371868589807,1.01609977030329e-05,0.00126239899561731
"Tpt1-ps3",133.612532596941,-1.58211410085339,0.359841820424347,-4.39669324423624,1.0991250716072e-05,0.00135435632798942
"Nexmif",483.581888951508,-1.40372888271559,0.31984122709691,-4.3888303439077,1.13961926906703e-05,0.00139283711153534
"Ceacam10",10.4238168154612,6.5837868821213,1.50605460412219,4.37154593472304,1.23369887558282e-05,0.00149566090295456
"Ifit1",1343.44322781055,-4.72953949598326,1.08411015398055,-4.36260049646956,1.28525514594804e-05,0.00154569924872296
"Gm40453",968.901097057029,-8.64780374519878,1.9912008591264,-4.34300924769229,1.40544215665983e-05,0.00166362298748561
"Prss23",542.684543044335,1.4775135534482,0.340122034393856,4.34406890480157,1.39867612690016e-05,0.00166362298748561
"Garem1",504.46612678001,-1.28823157868969,0.296746276758007,-4.34118868402931,1.41713960843846e-05,0.00166436404169183
"Cd82",122.436963877595,2.0129281765911,0.466693730131423,4.31316738715185,1.60932180262344e-05,0.0018754212913828
"Myl3",15.2721343233901,6.16151354076334,1.43155739635331,4.30406322265453,1.6769377452955e-05,0.00193918500961748
"Nr4a2",952.942550705097,-1.22537025180258,0.285358067223856,-4.29414967561197,1.75364143242167e-05,0.00201240394302252
"Eda2r",17.3643307880179,-4.05533332930846,0.957434348727948,-4.2356254866941,2.27916377286618e-05,0.00259565674223464
"Vcp-rs",69.6496255644005,-1.75424491041987,0.41517758588031,-4.2252880937691,2.3863528895685e-05,0.00269729646532956
"Uba52rt",50.1112105172387,-2.46283294849835,0.58360620783975,-4.22002527631544,2.44274928901881e-05,0.00274043657177759
"Opalin",184.803539333085,2.67880845810478,0.635440607743988,4.21567086751882,2.49036748928065e-05,0.00277316255306341
"Firre",98.7298539871928,2.70275029968568,0.642473094996713,4.20679141388716,2.59022010484261e-05,0.00286314550265434
"Otulinl",726.177138425331,1.21218779184435,0.289081286767678,4.19324199569698,2.74995808421005e-05,0.00301752699853502
"Gm6345",98.4236637257709,-1.7897189648668,0.427292892840037,-4.18850627954817,2.80796542294127e-05,0.00305885102920841
"Gm5537",101.7149556429,-1.58548206117779,0.380016119919598,-4.17214422775865,3.01746526928193e-05,0.00326342125130326
"Gm53928",551.079008723339,-5.39567812095366,1.29453364503398,-4.16804780752688,3.07219508575378e-05,0.00329887919458119
"Tmem145",179.599390925475,1.52210713678682,0.365715360659269,4.16199946877523,3.15473085158645e-05,0.00336348006325526
"Parp10",123.181279932582,-2.42145448343362,0.582411600018541,-4.1576343660678,3.21560145660584e-05,0.00340423497867292
"Arl5b",720.963245577964,-1.11690125290642,0.268880297558227,-4.15389771228793,3.26859332056005e-05,0.00343214515477968
"Tmem132a",1811.03790434442,1.09252193076028,0.263095390323204,4.15256964182518,3.2876265701342e-05,0.00343214515477968
"Znrf3",134.047033018485,1.75023532458632,0.421716173303362,4.15026843973396,3.32085577995701e-05,0.0034429258579375
"9530082P21Rik",710.733292212787,-1.339388207214,0.323113762857414,-4.14525272885097,3.39439120974261e-05,0.00349439261872144
"Thpo",82.6717938431942,2.17448984594667,0.52476601717336,4.14373220594487,3.41698739408004e-05,0.00349439261872144
"Gm12346",170.616638838709,-1.59124361501264,0.385921456704898,-4.12323178037082,3.73593432259535e-05,0.00379475004537675
"Fa2h",179.791062781681,2.3410585637129,0.568629081835218,4.11702221799361,3.8379908608752e-05,0.0038722494370159
"Hexb",433.078543105793,1.60913344778668,0.391052464014725,4.11487868217622,3.87383104864147e-05,0.00388235347694848
"Dync2h1",396.544864868539,-1.23891412168181,0.301868391324665,-4.10415319154542,4.05798513956206e-05,0.00403997951013487
"Irgm2",153.18816055636,-2.54944178282474,0.621552700920549,-4.10173068035727,4.10071407785393e-05,0.00405566017976172
"Omg",1715.46885137118,1.08736728369141,0.266047896437799,4.08711099862288,4.36778177594051e-05,0.00429155970181135
"Gm53357",836.928002806034,-6.35519778182008,1.55756767049259,-4.08020653112954,4.49957042040802e-05,0.00439234039805154
"Nfe2l3",38.0671598243833,2.3998593394439,0.588934360453468,4.07491819223462,4.60305256716305e-05,0.00446436704788143
"Mbp",10474.1444146471,1.67025359306736,0.410578013130594,4.06805415694799,4.74073645086782e-05,0.00456777756320371
"Myrf",109.34717857332,2.59028641048324,0.637429206195045,4.06364563359942,4.83121554280177e-05,0.00456777756320371
"Plcxd3",852.459372444488,-1.57137906180036,0.38646446514053,-4.0660376400427,4.78192158190129e-05,0.00456777756320371
"Rps18-ps6",24.1855332299885,-2.7218060831873,0.669593211708417,-4.06486510853779,4.8060249757531e-05,0.00456777756320371
"Man1b1",777.391917884754,1.04784026626917,0.257996717535569,4.06144805359669,4.87692707263825e-05,0.00458217779268568
"Zfp292",929.75629460476,-1.13537661421306,0.280175437832096,-4.05237740680705,5.06997919734154e-05,0.00473397498594009
"Ube2n-ps1",129.568403068286,-1.87745249514773,0.465061764317839,-4.03699602761714,5.41399852145573e-05,0.00502399010944716
"Egr4",2542.47120001913,-1.30220012215734,0.323794675452681,-4.02168479249016,5.77833496616769e-05,0.0053291846347484
"Marchf5",2930.31138055041,-0.988497541286746,0.246244276847572,-4.0142965105282,5.96233562632795e-05,0.00546535313845049
"Nr4a3",1097.7086587115,-1.23595934091241,0.30884210580044,-4.00191333273396,6.28323152088217e-05,0.00572459511838919
"Arsg",146.358298496232,2.26672398106329,0.567285520557377,3.99573741779299,6.44931869322666e-05,0.00583297367340308
"Gad2",4897.74380983333,-0.969702648642288,0.24283812420099,-3.99320597551516,6.51858961705394e-05,0.00583297367340308
"Phactr2",737.468057612533,-1.1727167200432,0.293622626793146,-3.99395895626723,6.49791165710308e-05,0.00583297367340308
"Gpr162",530.975385644855,1.43169320021136,0.359024043422126,3.98773627126703,6.67067580247929e-05,0.00593374374785036
"Gm8325",115.660360681688,-1.51874751869451,0.381502689198908,-3.98096150222067,6.86370661190381e-05,0.00606953538216176
"Plin4",29.7179971158108,2.84682669407522,0.716512602627862,3.97317044199122,7.09222613931874e-05,0.00623493775160109
"Hook3",771.686113458737,-1.04530009913279,0.263681453811488,-3.96425339751085,7.36260127499601e-05,0.00643499912598925
"Gbp2",102.221859517058,-2.22341156185815,0.561396706086559,-3.9604998350584,7.47930446732454e-05,0.00649921295128843
"Npr1",17.7277881901018,-3.12709770497775,0.791184283271151,-3.95242647142682,7.7362704643814e-05,0.00668387091327848
"Drd5",100.553761555672,1.61611676378789,0.409057583204105,3.95082949233947,7.78807965641979e-05,0.00669018294142621
"Sparcl1",5491.00507124096,1.03086247491791,0.261314433392319,3.94491211807746,7.98292502428299e-05,0.00681859726647989
"Col3a1",29.5582574191771,-2.65865310075144,0.675502466388171,-3.93581553442274,8.29146443208067e-05,0.00700256094423982
"Gm9761",15.7878737929118,-3.31823315247938,0.842868632076589,-3.93683312701316,8.25639780960103e-05,0.00700256094423982
"Lancl3",265.565668498,-1.34672972083539,0.342925048969069,-3.92718386972326,8.5946276764498e-05,0.00721804680782513
"Htra1",635.607477228748,1.53380753342656,0.39139633854199,3.91880910061708,8.89875576632934e-05,0.00743194419084606
"Cldn11",126.916495721839,2.40603074711327,0.614821267935696,3.9133824293224,9.10122230003837e-05,0.00753175278840607
"Kctd16",2731.63172424653,-0.973110847901374,0.248691379408544,-3.91292553129786,9.11846609119873e-05,0.00753175278840607
"Gpr37",237.61261466191,1.82496166110629,0.46687214349885,3.90891100811798,9.2713106479982e-05,0.0076161537142818
"Gng4",4790.50916878134,-1.21160817502988,0.310211790695624,-3.90574507923427,9.3935499174402e-05,0.00767463238635209
"Arid5a",758.304727882969,-1.02177367294288,0.262044855946785,-3.8992319435203,9.64983027429779e-05,0.00779847156073787
"Paip1",1193.91868636287,1.09090283002659,0.279865261507055,3.89795726755138,9.70075288936328e-05,0.00779847156073787
"Thbs4",26.5150059504418,3.27588826456205,0.8399759270161,3.8999787484377,9.62011318633681e-05,0.00779847156073787
"Rpsa-ps10",32.9998201326857,-2.37126368461405,0.608567327881189,-3.89646892952655,9.76053225421291e-05,0.00780479156263737
"Amer2",1913.09889303263,-0.932820739537149,0.239539869730712,-3.89421911511355,9.85155708227803e-05,0.00783589722845955
"Bag1",4834.21453852575,-1.57756061619876,0.405444352449373,-3.89094238621993,9.98556429564967e-05,0.00790068358192113
"Pllp",228.105134217825,2.04856874671153,0.526924895820972,3.88778128146663,0.000101164721703115,0.00796235215373258
"Ccnl1",1158.00780495237,-0.994932846388917,0.256139680575496,-3.88433703108201,0.000102609490489092,0.00803400245063809
"Gjb1",81.2289521176923,2.27147341057511,0.585640345733302,3.87861496757181,0.000105052876148295,0.00809876865198625
"Ldhb-ps",60.9777144600256,-1.8626199559952,0.480125468235638,-3.87944418537085,0.000104695420266532,0.00809876865198625
"Lingo3",415.64446918442,1.11702192643453,0.287939379745757,3.87936491153391,0.000104729543628584,0.00809876865198625
"Rtp4",777.784034800502,-3.79278391347618,0.979631802435281,-3.87164228850843,0.000108104521485719,0.00829150648721846
"Gm5641",55.7897654081338,-2.34090717109257,0.60496395574276,-3.86949858561153,0.000109059414003869,0.00832228513055919
"Ctss",251.734725857871,1.862480812861,0.482464075865737,3.86035128008019,0.000113224135925315,0.00859645674426897
"Rasl11a",487.365738849273,-1.19683198091768,0.310982351073146,-3.84855274515619,0.000118817715877853,0.00897581267734553
"Cdkn1a",4861.04544793326,-1.2364780592035,0.323027087394104,-3.82778444116966,0.000129301918285065,0.0096480873041053
"Muc2",13.7091444807826,5.12890113485426,1.34003151560788,3.82744814216374,0.000129478651514153,0.0096480873041053
"Xrn1",417.793142508446,-0.976810777461229,0.255232769380637,-3.82713700843201,0.00012964236249779,0.0096480873041053
"Irgm1",1376.05409856364,-1.91958871274642,0.502112199939288,-3.82302742888645,0.00013182310900287,0.00976205319034555
"Plekhf1",187.448175114547,2.00189271236792,0.525114456182226,3.81229785011522,0.00013768082241136,0.0101458617809312
"Ifngr1",161.463620181601,1.54252096778491,0.406909239771234,3.79082315420539,0.000150148837443343,0.0110106706013941
"Atrx",3197.30470618315,-0.967735603006115,0.255368672278451,-3.78956273050951,0.000150912699142637,0.0110129641078217
"Ncoa4-ps",33.1377451905752,-2.67973377689945,0.707954810676502,-3.78517630855388,0.000153599643270747,0.0111548958323147
"Rpl10a",31426.0039827407,-1.6555482188403,0.438720838068021,-3.77358008826474,0.000160921528047741,0.0115543286458486
"Tagln2",319.604370059062,-1.06236888325351,0.281470012533061,-3.77435902920111,0.000160419590166645,0.0115543286458486
"Tm9sf2",1579.06678247622,0.969688960792377,0.257018911129775,3.77283117623496,0.000161405508922251,0.0115543286458486
"Nos1",1451.30265284811,-1.03429003414956,0.275006188092881,-3.76097003970046,0.000169255703856781,0.0120588672799952
"Gm15542",108.363956151966,-1.41218617726948,0.376108256313169,-3.7547332544958,0.000173526180938669,0.0123048069719387
"Gm10241",165.288162925148,-1.54724728117282,0.412360452591348,-3.75217184734772,0.000175309223577979,0.0123728805542148
"Cnnm4",312.436484913012,1.18446573705647,0.315799668697226,3.75068707938412,0.000176350671652937,0.0123882226493393
"Ube2srt",31.2014645580563,-2.14363028645158,0.571773128672055,-3.7490923916452,0.000177475698318596,0.0124092659201091
"AW011738",48.1161672058034,-2.31915484573508,0.619886681564875,-3.74125612745942,0.000183102799108896,0.0127044419343428
"Csf1r",316.32839824235,1.94030607092269,0.518925444480453,3.7390844707284,0.000184691664057277,0.0127044419343428
"Degs1",1200.41380401674,1.03535381811345,0.276999186290064,3.73775039551653,0.000185674140181137,0.0127044419343428
"Ext2",457.165940134734,1.02778874015573,0.275108551198346,3.73593890731052,0.000187016072286584,0.0127044419343428
"Lonrf3",223.783379443007,-1.11909900567238,0.299613907877871,-3.73513704219814,0.000187612992045773,0.0127044419343428
"Mx2",48.2420280101256,-3.13637735222673,0.839613460191923,-3.73550151460149,0.000187341451958426,0.0127044419343428
"Retreg1",515.333286076141,0.974162428198341,0.260461913307791,3.740133886858,0.00018392226071174,0.0127044419343428
"Prkch",109.964112408193,1.76799488164437,0.474382097588833,3.72694267054058,0.000193816521557258,0.0130656671236334
"Sntb2",170.782688969899,-1.56160266627624,0.419696911603256,-3.72078665127858,0.00019860317054868,0.0133285779591889
"Egr1",27191.1908733005,-1.17636871433541,0.316669815335793,-3.71481163459802,0.000203355118625301,0.0135568623522307
"Fgfbp3",91.8693347631593,-2.00810481307775,0.540649002544286,-3.71424862272498,0.00020380834774191,0.0135568623522307
"Gbp9",46.4217844150936,-2.58823688049122,0.697680229029249,-3.70977529934091,0.000207443277548871,0.0137378625171461
"Eprs1",3631.16404999761,-1.12213802542228,0.303024482608064,-3.70312661130311,0.000212958530916243,0.0137991620485512
"Gm6863",46.145289986238,-1.91911038186432,0.517958068969994,-3.70514622096851,0.000211268820688531,0.0137991620485512
